agent,sample,time_s,x_m,y_m,yaw_rad_unwrapped,yaw_deg_unwrapped,fd_vx_mps,fd_vy_mps,fd_speed_mps,fd_omega_radps,fd_ax_mps2,fd_ay_mps2,fd_acceleration_mps2,fd_alpha_radps2
0,0,0.0,1.3,0.8,3.141592653589793,180.0,-0.8000000000000007,-2.6645352591003757e-15,0.8000000000000007,-1.4210854715202004e-14,9.414691248821327e-14,8.881784197001252e-14,1.294304839799087e-13,4.973799150320701e-13
0,1,0.05,1.2600000000000002,0.8,3.141592653589793,180.0,-0.7999999999999989,0.0,0.7999999999999989,0.0,-1.7763568394002505e-14,1.7763568394002498e-14,2.5121479338940396e-14,7.105427357601e-14
0,2,0.1,1.2200000000000002,0.8,3.141592653589793,180.0,-0.8000000000000025,-8.881784197001252e-16,0.8000000000000025,-7.105427357601002e-15,-1.687538997430238e-14,-4.930380657631322e-30,1.687538997430238e-14,-3.9443045261050573e-29
0,3,0.15000000000000002,1.1800000000000002,0.8,3.141592653589793,180.0,-0.8000000000000007,0.0,0.8000000000000007,0.0,1.9539925233402755e-14,8.881784197001248e-15,2.1463801355982374e-14,7.105427357600998e-14
0,4,0.2,1.1400000000000001,0.8,3.141592653589793,180.0,-0.8000000000000007,0.0,0.8000000000000007,0.0,1.865174681370263e-14,1.776356839400251e-14,2.5757174171303635e-14,3.552713678800502e-14
0,5,0.25,1.1,0.8,3.141592653589793,180.0,-0.7999999999999989,1.7763568394002505e-15,0.7999999999999989,3.552713678800501e-15,-8.881784197001252e-16,-1.776356839400244e-14,1.7785758994027315e-14,-3.552713678800488e-14
0,6,0.30000000000000004,1.06,0.8,3.141592653589793,180.0,-0.8000000000000007,-1.7763568394002505e-15,0.8000000000000007,-3.552713678800501e-15,-1.687538997430238e-14,-1.776356839400244e-14,2.450149278866877e-14,-3.552713678800488e-14
0,7,0.35000000000000003,1.02,0.8,3.141592653589793,180.0,-0.8000000000000007,0.0,0.8000000000000007,0.0,-1.7763568394002505e-14,1.776356839400251e-14,2.5121479338940405e-14,3.552713678800502e-14
0,8,0.4,0.9800000000000001,0.8,3.141592653589793,180.0,-0.8000000000000025,0.0,0.8000000000000025,0.0,0.0,0.0,0.0,0.0
0,9,0.45,0.94,0.8,3.141592653589793,180.0,-0.8000000000000007,0.0,0.8000000000000007,0.0,3.0000000000000444,1.776356839400251e-14,3.0000000000000444,3.552713678800502e-14
