agent,sample,time_s,x_m,y_m,yaw_rad_unwrapped,yaw_deg_unwrapped,fd_vx_mps,fd_vy_mps,fd_speed_mps,fd_omega_radps,fd_ax_mps2,fd_ay_mps2,fd_acceleration_mps2,fd_alpha_radps2
0,0,0.0,0.5,0.2,0.0,0.0,-2.6645352591003757e-15,0.19999999999999885,0.19999999999999885,0.0,8.881784197001252e-14,3.863576125695545e-14,9.685727179780864e-14,0.0
0,1,0.05,0.5,0.21000000000000002,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0,1.7763568394002498e-14,4.440892098500626e-15,1.8310267194088944e-14,0.0
0,2,0.1,0.5,0.22000000000000003,0.0,0.0,-8.881784197001252e-16,0.1999999999999993,0.1999999999999993,0.0,-4.930380657631322e-30,-7.105427357601002e-15,7.105427357601002e-15,0.0
0,3,0.15000000000000002,0.5,0.22999999999999998,0.0,0.0,0.0,0.1999999999999993,0.1999999999999993,0.0,8.881784197001248e-15,8.659739592076221e-15,1.2404724113202742e-14,0.0
0,4,0.2,0.5,0.24,0.0,0.0,0.0,0.20000000000000018,0.20000000000000018,0.0,0.0,0.0,0.0,0.0
0,5,0.25,0.5,0.25,0.0,0.0,0.0,0.1999999999999993,0.1999999999999993,0.0,0.0,-4.218847493575595e-15,4.218847493575595e-15,0.0
0,6,0.30000000000000004,0.5,0.25999999999999995,0.0,0.0,0.0,0.19999999999999973,0.19999999999999973,0.0,0.0,8.659739592076221e-15,8.659739592076221e-15,0.0
0,7,0.35000000000000003,0.5,0.27,0.0,0.0,0.0,0.20000000000000018,0.20000000000000018,0.0,0.0,0.0,0.0,0.0
0,8,0.4,0.5,0.27999999999999997,0.0,0.0,0.0,0.19999999999999973,0.19999999999999973,0.0,0.0,0.0,0.0,0.0
0,9,0.45,0.5,0.29,0.0,0.0,0.0,0.20000000000000018,0.20000000000000018,0.0,3.000000000000008,-0.9999999999999922,3.1622776601683844,0.0
0,10,0.5,0.5,0.3,0.0,0.0,0.3000000000000007,0.10000000000000053,0.3162277660168388,0.0,5.999999999999995,-2.000000000000001,6.324555320336754,0.0
0,11,0.55,0.5300000000000001,0.3,0.0,0.0,0.5999999999999996,0.0,0.5999999999999996,0.0,2.9999999999999956,-0.9999999999999956,3.1622776601683737,0.0
0,12,0.6000000000000001,0.56,0.3,0.0,0.0,0.6000000000000005,8.881784197001252e-16,0.6000000000000005,0.0,8.881784197001252e-16,-8.881784197001314e-15,8.926082647350028e-15,0.0
0,13,0.65,0.5900000000000001,0.3,0.0,0.0,0.5999999999999996,-8.881784197001252e-16,0.5999999999999996,0.0,-8.881784197001252e-16,-8.04638123325432e-29,8.881784197001252e-16,0.0
0,14,0.7000000000000001,0.6200000000000001,0.3,0.0,0.0,0.6000000000000005,8.881784197001252e-16,0.6000000000000005,0.0,9.769962616701378e-15,-8.04638123325432e-29,9.769962616701378e-15,0.0
0,15,0.75,0.65,0.3,0.0,0.0,0.6000000000000005,-8.881784197001252e-16,0.6000000000000005,0.0,-9.769962616701378e-15,-8.881784197001314e-15,1.3203721447146812e-14,0.0
0,16,0.8,0.6800000000000002,0.3,0.0,0.0,0.5999999999999996,0.0,0.5999999999999996,0.0,-8.881784197001252e-15,1.776356839400249e-14,1.986027322597817e-14,0.0
0,17,0.8500000000000001,0.7100000000000001,0.3,0.0,0.0,0.5999999999999996,8.881784197001252e-16,0.5999999999999996,0.0,-7.993605777301127e-15,-8.881784197001314e-15,1.1949218545369577e-14,0.0
0,18,0.9,0.7400000000000001,0.3,0.0,0.0,0.5999999999999988,-8.881784197001252e-16,0.5999999999999988,0.0,-8.881784197001252e-16,-8.04638123325432e-29,8.881784197001252e-16,0.0
0,19,0.9500000000000001,0.77,0.3,0.0,0.0,0.5999999999999996,8.881784197001252e-16,0.5999999999999996,0.0,-3.000000000000005,5.000000000000008,5.83095189484531,0.0
0,20,1.0,0.8,0.3,0.0,0.0,0.29999999999999893,0.49999999999999867,0.5830951894845283,0.0,-5.999999999999998,9.999999999999982,11.661903789690585,0.0
0,21,1.05,0.8,0.35000000000000003,0.0,0.0,0.0,0.9999999999999991,0.9999999999999991,0.0,-2.9999999999999867,5.000000000000009,5.830951894845302,0.0
0,22,1.1,0.8,0.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.7763568394002505e-14,1.7763568394002505e-14,0.0
0,23,1.1500000000000001,0.8,0.4500000000000001,0.0,0.0,0.0,1.0000000000000009,1.0000000000000009,0.0,-1.776356839400249e-14,0.0,1.776356839400249e-14,0.0
0,24,1.2000000000000002,0.8,0.5000000000000002,0.0,0.0,-1.7763568394002505e-15,1.0,1.0,0.0,8.88178419700146e-15,-1.7763568394002505e-15,9.057678187206086e-15,0.0
0,25,1.25,0.8,0.55,0.0,0.0,8.881784197001252e-16,1.0000000000000009,1.0000000000000009,0.0,1.7763568394002685e-14,1.7763568394002505e-15,1.7852165294700113e-14,0.0
0,26,1.3,0.8,0.6000000000000001,0.0,0.0,0.0,1.0,1.0,0.0,-8.881784197001244e-15,-8.881784197001252e-15,1.2560739669470195e-14,0.0
0,27,1.35,0.8,0.6500000000000001,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,28,1.4000000000000001,0.8,0.7000000000000002,0.0,0.0,0.0,1.0,1.0,0.0,-1.776356839400249e-14,-8.881784197001252e-15,1.986027322597817e-14,0.0
0,29,1.4500000000000002,0.8,0.7500000000000002,0.0,0.0,-1.7763568394002505e-15,0.9999999999999991,0.9999999999999991,0.0,-0.09247998800614052,-7.35377287183537,7.354354356347228,-7.853981633974511
0,30,1.5,0.8,0.8,0.0,0.0,-0.009247998800613999,0.2646227128164673,0.2647842624102926,-0.7853981633974466,-0.3693497821458444,-14.693033951206928,14.697675528902202,-15.707963267948987
0,31,1.55,0.7990752001199385,0.7764622712816465,-0.0785398163397449,-4.5000000000000036,-0.036934978214586245,-0.46930339512069175,0.47075457436706875,-1.5707963267948966,-0.6439424120574161,-7.295815172006474,7.3241778278606935,-7.853981633974493
0,32,1.6,0.7963065021785414,0.7530696604879308,-0.1570796326794898,-9.000000000000007,-0.07364224000635566,-0.4649588043841808,0.4707545743670693,-1.5707963267948966,-0.7296049468536564,0.11555807116542027,0.738699564291735,0.0
0,33,1.6500000000000001,0.791710976119303,0.7299663908432283,-0.2356194490192347,-13.500000000000012,-0.10989547289995194,-0.4577475880041497,0.4707545743670696,-1.5707963267948966,-0.7182892365281461,0.17244598856626236,0.7386995642917238,8.881784197001252e-15
